test;http://www.openlinksw.com/schemas/virtrdf#;http://www.w3.org/ns/ldp#;urn:activitystreams-owl:map;http://localhost:8890/DAV/;http://www.w3.org/2002/07/owl#;http://ns.inria.fr/indegx#D2KAB_20220126;http://ns.inria.fr/indegx#Experiment_20220316;http://ns.inria.fr/indegx#LOD-Cloud_20220420;http://ns.inria.fr/indegx#D2KAB_20220610;http://ns.inria.fr/indegx#DBpedia_20220610;http://ns.inria.fr/indegx#D2KAB_20220125;http://ns.inria.fr/indegx#D2KAB_20220420;http://ns.inria.fr/indegx#Experiment_20220406;http://ns.inria.fr/indegx#Experiment_20220420;http://ns.inria.fr/indegx#LOD-Cloud_20220406;http://ns.inria.fr/indegx#Web_Semantics;http://ns.inria.fr/indegx;http://ns.inria.fr/indegx#Experiment_20211206;http://prod-dekalog.inria.fr/sparql;http://ns.inria.fr/indegx#LOD-Cloud_20220131;http://ns.inria.fr/indegx#Experiment_20211203;http://ns.inria.fr/indegx#Experiment_20211118;http://ns.inria.fr/indegx#Experiment_20211129;http://ns.inria.fr/indegx#D2KAB_20220701;http://ns.inria.fr/indegx#DBpedia_20220701;b3sonto;b3sifp;urn:rules.skos;http://www.openlinksw.com/schemas/oplweb#;virtrdf-label;virtrdf-url;facets;http://ns.inria.fr/indegx#D2KAB_20220509;http://ns.inria.fr/indegx#Experiment_20220509;http://ns.inria.fr/indegx#LOD-Cloud_20220509;http://ns.inria.fr/indegx#ontology;http://ns.inria.fr/indegx#LOD-Cloud_20220316;http://ns.inria.fr/indegx#D2KAB_20220316
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/sportal/sportalDistinctIRIReferences.ttl;0;0;0;0;0;9;46;0;2;5;8;0;0;0;0;84;1;39;0;26;37;45;37;4;3;0;0;0;0;0;0;0;0;0;10;0;16;2;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/sportal/sportalPropertyPartitionDistinctSubject.ttl;0;0;0;0;0;9;63;3;4;4;8;3;55;60;5;98;1;50;0;39;50;54;53;5;5;0;0;0;0;0;0;0;3;61;24;0;19;2;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/sportal/sportalDistinctUrisSubjects.ttl;0;0;0;0;0;9;62;0;3;7;8;0;0;0;0;113;1;53;0;39;55;56;58;5;8;0;0;0;0;0;0;0;0;0;12;0;23;2;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/sportal/sportalClassPartitionDistinctObjects.ttl;0;0;0;0;0;9;53;3;3;6;9;3;44;47;5;89;1;41;0;32;42;43;40;5;5;0;0;0;0;0;0;0;3;45;21;0;13;2;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/check/shortUris.ttl;0;0;0;0;0;8;27;2;2;0;8;2;22;20;2;35;0;0;0;15;0;0;0;3;0;0;0;0;0;0;0;0;2;21;32;0;9;2;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/extraction/asserted/datasetDescResourceLocalhost.ttl;0;0;0;0;0;0;2;0;0;0;0;0;2;1;0;1;0;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/sportal/sportalClassPartitionClasses.ttl;0;0;0;0;0;9;79;3;3;7;8;3;69;68;5;113;1;60;0;48;58;64;61;5;8;0;0;0;0;0;0;0;3;71;31;0;21;2;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/sportal/sportalClassPartitionTriples.ttl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/sportal/sportalDistinctUrisObjects.ttl;0;0;0;0;0;9;62;0;3;7;8;0;0;0;0;112;1;52;0;40;54;55;57;5;7;0;0;0;0;0;0;0;0;0;12;0;23;2;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/sportal/sportalPropertyPartitionDistinctObject.ttl;0;0;0;0;0;9;63;3;4;5;8;3;57;61;5;102;1;48;0;39;50;52;51;5;4;0;0;0;0;0;0;0;3;63;25;0;18;2;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/sportal/sportalClassPartitionPropertyPartitionDistinctSubjects.ttl;0;0;0;0;0;9;55;3;3;5;8;3;45;47;5;88;1;41;0;30;44;44;41;5;4;0;0;0;0;0;0;0;3;48;19;0;13;2;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/sportal/sportalDistinctBlankNodes.ttl;0;0;0;0;0;9;69;0;3;7;8;0;0;0;0;119;1;61;0;44;63;61;65;5;9;0;0;0;0;0;0;0;0;0;15;0;24;2;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/sparqles/SPARQL11/SPARQLES_SELSUBQ.ttl;0;0;0;0;0;9;121;0;3;10;8;2;113;111;0;179;1;118;0;93;121;177;119;4;14;0;0;0;0;0;0;0;2;118;245;0;43;2;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/extraction/computed/vocabularyList.ttl;0;0;0;0;0;9;87;3;2;9;9;2;80;52;7;133;1;43;0;67;44;42;40;4;10;0;0;0;0;0;0;0;2;57;34;0;42;2;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/sportal/sportalDistinctBlankNodeObjects.ttl;0;0;0;0;0;9;71;0;3;8;8;0;0;0;0;120;1;71;0;47;68;71;69;5;9;0;0;0;0;0;0;0;0;0;13;0;27;2;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/sportal/resourceHostnamePartition.ttl;0;0;0;0;0;0;0;0;3;5;0;0;0;0;0;73;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;7;0;0;0;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/sparqles/SPARQL10/SPARQLES_SELFILREGEX.ttl;0;0;0;0;0;10;119;0;4;10;10;3;108;109;0;177;1;111;0;89;111;171;110;5;13;0;0;0;0;0;0;0;3;110;239;0;42;3;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/sparqles/SPARQL11/SPARQLES_SELPATHS.ttl;0;0;0;0;0;9;122;0;3;9;8;2;116;112;0;179;1;121;0;93;122;178;120;4;12;0;0;0;0;0;0;0;2;120;242;0;44;2;
https://raw.githubusercontent.com/Wimmics/dekalog/master/rules/extraction/computed/tripleCount.ttl;0;0;0;0;0;7;98;0;0;0;7;0;98;0;1;2;0;105;0;132;110;110;112;0;0;0;0;0;0;0;0;0;0;0;1;0;47;7;
